Date,PRCP,SNOW,TAVG,TMAX,TMIN
2018-01-27,0,0,36,53,25
2018-01-28,0.03,0,49,52,43
2018-01-29,0,0.1,38,43,28
2018-01-30,0.15,2.3,27,31,20
2018-01-31,0,0,24,30,18
2018-02-01,0.04,0,35,46,30
2018-02-02,0.25,0.1,32,38,12
2018-02-03,0,0,17,28,10
2018-02-04,0.29,0,32,43,26
2018-02-05,0.36,0,40,43,24
2018-02-06,0,0,27,34,22
2018-02-07,0.65,2.1,30,43,23
2018-02-08,0,0,30,34,22
2018-02-09,0,0,27,32,22
2018-02-10,0.16,0,39,52,30
2018-02-11,0.69,0,43,49,38
2018-02-12,0,0,41,48,33
2018-02-13,0,0,30,33,25
2018-02-14,0,0,35,47,28
2018-02-15,0,0,42,49,35
2018-02-16,0.02,0,49,54,34
2018-02-17,0.17,1.9,33,35,27
2018-02-18,0.35,3.7,36,44,32
2018-02-19,0.06,0,38,50,26
2018-02-20,0.01,0,55,70,42
2018-02-21,0,0,56,72,41
2018-02-22,0.08,0.5,46,55,32
2018-02-23,0.12,0,35,40,31
2018-02-24,0,0,45,55,37
2018-02-25,0.51,0,40,41,37
2018-02-26,0,0,43,51,38
2018-02-27,0,0,44,53,36
2018-02-28,0.01,0,47,60,39
2018-03-01,0,0,47,60,40
2018-03-02,2.3,0,40,43,35
2018-03-03,0,0,40,43,37
2018-03-04,0,0,39,41,36
2018-03-05,0.05,0.6,37,44,32
2018-03-06,0,0,35,37,33
2018-03-07,0.55,2.5,36,39,33
2018-03-08,0.71,3.9,34,38,31
2018-03-09,0,0,34,37,29
2018-03-10,0,0,36,40,33
2018-03-11,0,0,37,44,31
2018-03-12,0,0,37,42,29
2018-03-13,1.15,14.5,33,38,28
2018-03-14,0.03,0.3,33,41,29
2018-03-15,0.01,0.1,36,43,32
2018-03-16,0,0,35,38,28
2018-03-17,0,0,31,42,19
2018-03-18,0,0,23,33,16
2018-03-19,0,0,28,38,21
2018-03-20,0,0,31,39,24
2018-03-21,0,0,34,39,32
2018-03-22,0.09,1.3,36,42,32
2018-03-23,0,0,38,42,35
2018-03-24,0.01,0,40,46,34
2018-03-25,0.07,0.1,36,39,32
2018-03-26,0,0,35,40,29
2018-03-27,0,0,35,42,28
2018-03-28,0.01,0,41,54,36
2018-03-29,0.01,0,43,50,37
2018-03-30,0.08,0,52,64,43
2018-03-31,0,0,47,57,39
2018-04-01,0,0,48,59,37
2018-04-02,0.11,0.7,37,40,31
2018-04-03,0.47,0,38,48,32
2018-04-04,0.2,0,44,58,39
2018-04-05,0,0,38,43,30
2018-04-06,0.21,0.6,34,43,29
2018-04-07,0.01,0,41,47,35
2018-04-08,0,0,37,42,32
2018-04-09,0,0,37,46,30
2018-04-10,0,0,38,41,35
2018-04-11,0,0,37,45,30
2018-04-12,0.06,0,43,55,36
2018-04-13,0,0,55,69,44
2018-04-14,0,0,47,52,38
2018-04-15,0.04,0,36,39,33
2018-04-16,1.57,0,40,53,36
2018-04-17,0,0,47,50,40
2018-04-18,0,0,44,53,36
2018-04-19,0.23,0,42,44,36
2018-04-20,0,0,44,53,36
2018-04-21,0,0,47,59,39
2018-04-22,0,0,51,62,42
2018-04-23,0,0,50,58,43
2018-04-24,0,0,54,69,42
2018-04-25,0.72,0,50,56,47
2018-04-26,0.21,0,57,68,50
2018-04-27,0.54,0,52,57,46
2018-04-28,0,0,53,70,46
2018-04-29,0.05,0,55,60,43
2018-04-30,0.2,0,45,48,40
2018-05-01,0,0,51,67,44
2018-05-02,0,0,71,89,58
2018-05-03,0.09,0,74,90,61
2018-05-04,0,0,69,82,57
2018-05-05,0,0,69,75,58
2018-05-06,0.19,0,62,67,50
2018-05-07,0,0,53,61,48
2018-05-08,0,0,50,60,45
2018-05-09,0,0,55,63,46
2018-05-10,0,0,52,71,49
2018-05-11,0,0,63,70,52
2018-05-12,0.21,0,51,53,49
2018-05-13,0,0,50,54,48
2018-05-14,0,0,56,69,49
2018-05-15,1,0,66,85,58
2018-05-16,0,0,56,62,50
2018-05-17,0,0,58,71,51
2018-05-18,0,0,58,65,47
2018-05-19,0.2,0,50,55,46
2018-05-20,0.08,0,65,81,54
2018-05-21,0,0,67,80,57
2018-05-22,0.03,0,62,67,54
2018-05-23,0.02,0,63,84,54
2018-05-24,0,0,61,68,53
2018-05-25,0,0,70,88,54
2018-05-26,0,0,78,89,61
2018-05-27,0.02,0,57,61,50
2018-05-28,0.06,0,52,59,50
2018-05-29,0,0,67,85,58
2018-05-30,0,0,65,69,60
2018-05-31,0,0,66,83,56
2018-06-01,0.01,0,70,79,64
2018-06-02,0.01,0,73,81,57
2018-06-03,0,0,58,60,50
2018-06-04,0.62,0,52,53,49
2018-06-05,0.34,0,53,61,49
2018-06-06,0,0,56,62,53
2018-06-07,0,0,61,72,54
2018-06-08,0,0,65,81,55
2018-06-09,0,0,72,80,62
2018-06-10,0,0,68,72,60
2018-06-11,0,0,62,64,56
2018-06-12,0,0,65,80,54
2018-06-13,0,0,67,77,59
2018-06-14,0,0,73,79,57
2018-06-15,0,0,59,64,54
2018-06-16,0,0,70,85,56
2018-06-17,0,0,69,81,62
2018-06-18,0.13,0,75,89,66
2018-06-19,0.01,0,77,84,68
2018-06-20,0,0,73,85,63
2018-06-21,0,0,73,80,64
2018-06-22,0,0,66,70,60
2018-06-23,0,0,63,65,60
2018-06-24,0.26,0,65,77,59
2018-06-25,0.33,0,68,74,61
2018-06-26,0,0,67,79,60
2018-06-27,0.09,0,71,80,63
2018-06-28,1.16,0,71,76,65
2018-06-29,0,0,78,90,72
2018-06-30,0,0,81,92,75
2018-07-01,0,0,82,92,70
2018-07-02,0,0,73,84,69
2018-07-03,0.01,0,84,98,73
2018-07-04,0,0,84,87,73
2018-07-05,0,0,84,94,74
2018-07-06,0.35,0,81,86,65
2018-07-07,0,0,70,75,61
2018-07-08,0,0,71,81,61
2018-07-09,0,0,77,91,65
2018-07-10,0,0,81,96,68
2018-07-11,0.19,0,74,75,66
2018-07-12,0,0,70,74,65
2018-07-13,0,0,70,78,64
2018-07-14,0.31,0,69,76,63
2018-07-15,0.01,0,72,79,67
2018-07-16,0,0,70,77,67
2018-07-17,2.68,0,77,91,69
2018-07-18,0.06,0,76,83,69
2018-07-19,0,0,72,77,65
2018-07-20,0,0,72,79,66
2018-07-21,0,0,69,74,63
2018-07-22,0.17,0,71,78,67
2018-07-23,0.03,0,78,86,75
2018-07-24,0,0,80,88,73
2018-07-25,0.14,0,79,87,75
2018-07-26,0.6,0,78,86,73
2018-07-27,0,0,79,90,71
2018-07-28,0,0,79,87,72
2018-07-29,0,0,79,84,74
2018-07-30,0,0,76,82,70
2018-07-31,0,0,75,82,69
2018-08-01,0,0,75,84,68
2018-08-02,0,0,84,95,76
2018-08-03,0.06,0,83,91,77
2018-08-04,0.64,0,78,85,73
2018-08-05,0,0,78,87,70
2018-08-06,0,0,84,96,73
2018-08-07,0,0,86,95,77
2018-08-08,0.98,0,80,85,74
2018-08-09,0.06,0,80,90,74
2018-08-10,0,0,79,88,72
2018-08-11,0.39,0,71,73,67
2018-08-12,1.38,0,70,75,67
2018-08-13,0.29,0,70,74,68
2018-08-14,0.01,0,72,80,69
2018-08-15,0,0,77,88,70
2018-08-16,0,0,84,91,75
2018-08-17,0.2,0,75,80,70
2018-08-18,0.13,0,78,88,67
2018-08-19,0.01,0,70,73,67
2018-08-20,0,0,70,74,67
2018-08-21,0,0,68,72,65
2018-08-22,0.5,0,72,84,66
2018-08-23,0,0,73,80,66
2018-08-24,0,0,73,85,62
2018-08-25,0,0,74,82,66
2018-08-26,0,0,73,84,62
2018-08-27,0,0,80,90,73
2018-08-28,0,0,85,97,75
2018-08-29,0,0,89,98,81
2018-08-30,0,0,83,92,71
2018-08-31,0,0,71,73,63
2018-09-01,0,0,68,74,63
2018-09-02,0,0,72,84,64
2018-09-03,0,0,81,96,73
2018-09-04,0,0,83,87,73
2018-09-05,0,0,79,92,71
2018-09-06,0.03,0,81,97,74
2018-09-07,0,0,71,75,66
2018-09-08,0,0,67,71,59
2018-09-09,0,0,61,65,57
2018-09-10,0.76,0,64,68,62
2018-09-11,0.53,0,67,75,65
2018-09-12,0.26,0,69,70,66
2018-09-13,0.44,0,68,71,65
2018-09-14,0,0,69,75,65
2018-09-15,0,0,67,73,63
2018-09-16,0,0,71,81,63
2018-09-17,0,0,74,85,67
2018-09-18,1.15,0,73,77,69
2018-09-19,0,0,66,71,62
2018-09-20,0,0,63,66,60
2018-09-21,0,0,65,73,61
2018-09-22,0.03,0,69,73,57
2018-09-23,0,0,59,65,53
2018-09-24,0,0,57,60,54
2018-09-25,1.24,0,60,71,57
2018-09-26,0.28,0,74,84,68
2018-09-27,0.05,0,68,71,61
2018-09-28,0.35,0,60,62,58
2018-09-29,0,0,63,74,55
2018-09-30,0,0,62,70,54
2018-10-01,0.06,0,62,68,57
2018-10-02,0.29,0,58,64,57
2018-10-03,0.21,0,59,64,54
2018-10-04,0,0,65,73,59
2018-10-05,0,0,62,69,53
2018-10-06,0,0,56,63,51
2018-10-07,0.1,0,67,80,60
2018-10-08,0,0,58,60,55
2018-10-09,0,0,67,80,58
2018-10-10,0,0,75,86,68
2018-10-11,0.6,0,65,72,58
2018-10-12,0.09,0,59,63,51
2018-10-13,0.13,0,52,54,46
2018-10-14,0,0,51,59,45
2018-10-15,0.07,0,54,70,45
2018-10-16,0.03,0,57,60,47
2018-10-17,0,0,52,63,44
2018-10-18,0,0,45,49,39
2018-10-19,0,0,48,63,37
2018-10-20,0,0,59,66,49
2018-10-21,0.03,0,49,53,37
2018-10-22,0,0,43,54,34
2018-10-23,0.41,0,49,56,41
2018-10-24,0.04,0,46,49,41
2018-10-25,0,0,44,51,37
2018-10-26,0,0,40,48,34
2018-10-27,1.17,0,47,52,43
2018-10-28,0.03,0,49,54,43
2018-10-29,0.52,0,52,60,44
2018-10-30,0,0,47,50,39
2018-10-31,0,0,45,58,37
2018-11-01,0.01,0,58,64,53
2018-11-02,0.36,0,61,70,53
2018-11-03,1.39,0,60,68,47
2018-11-04,0,0,49,56,42
2018-11-05,0.36,0,49,52,46
2018-11-06,0.78,0,51,60,48
2018-11-07,0,0,59,64,53
2018-11-08,0,0,52,57,44
2018-11-09,1.1,0,46,50,38
2018-11-10,0.45,0,48,50,37
2018-11-11,0,0,40,46,35
2018-11-12,0,0,41,50,33
2018-11-13,1.1,0,48,54,42
2018-11-14,0,0,38,42,25
2018-11-15,0.46,0.1,27,38,23
2018-11-16,0.57,0,38,46,35
2018-11-17,0,0,42,50,37
2018-11-18,0,0,40,41,38
2018-11-19,0.17,0,39,41,36
2018-11-20,0.4,0,39,42,35
2018-11-21,0,0,37,43,24
2018-11-22,0,0,20,24,14
2018-11-23,0,0,21,32,15
2018-11-24,0,0,35,47,29
2018-11-25,0.78,0,45,49,42
2018-11-26,0.87,0,45,47,42
2018-11-27,0.46,0,45,49,38
2018-11-28,0,0,40,44,36
2018-11-29,0,0,42,46,37
2018-11-30,0,0,38,44,33
2018-12-01,0,0,39,45,35
2018-12-02,0.75,0,44,51,41
2018-12-03,0,0,50,58,44
2018-12-04,0,0,40,44,27
2018-12-05,0,0,29,36,25
2018-12-06,0,0,35,42,30
2018-12-07,0,0,37,40,26
2018-12-08,0,0,26,31,20
2018-12-09,0,0,29,37,23
2018-12-10,0,0,33,39,26
2018-12-11,0,0,30,38,23
2018-12-12,0,0,34,39,24
2018-12-13,0,0,27,35,21
2018-12-14,0,0,36,46,29
2018-12-15,0,0,48,55,40
2018-12-16,0.54,0,44,45,41
2018-12-17,0.04,0,40,43,36
2018-12-18,0.02,0.1,33,39,25
2018-12-19,0,0,31,42,24
2018-12-20,0,0,39,50,32
2018-12-21,0.61,0,52,65,43
2018-12-22,0.02,0,52,56,37
2018-12-23,0,0,38,43,33
2018-12-24,0,0,35,39,32
2018-12-25,0,0,36,39,29
2018-12-26,0,0,32,40,26
2018-12-27,0,0,34,38,30
2018-12-28,0.33,0,41,57,34
2018-12-29,0,0,49,54,32
2018-12-30,0,0,32,34,26
2018-12-31,0.41,0,36,45,31
2019-01-01,0.38,0,47,59,34
